Cycle,MSE,Avg,Min,Max,Discrepancy
958000,4204.472775,50.42,0.00,191.00,7.00
960000,4196.706400,50.44,0.00,191.00,7.00
962000,4184.448975,50.40,0.00,191.00,7.00
964000,4182.305100,50.43,0.00,191.00,7.00
966000,4177.710975,50.41,0.00,191.00,7.00
968000,4171.022775,50.42,0.00,191.00,7.00
970000,4166.560975,50.41,0.00,190.00,7.00
972000,4155.968975,50.40,0.00,190.00,7.00
974000,4151.618975,50.40,0.00,190.00,7.00
976000,4146.400975,50.41,0.00,190.00,7.00
978000,4138.720975,50.41,0.00,190.00,7.00
980000,4133.418975,50.40,0.00,189.00,7.00
982000,4124.011900,50.41,0.00,189.00,7.00
984000,4116.021900,50.41,0.00,189.00,7.00
986000,4110.401900,50.41,0.00,189.00,7.00
988000,4103.310975,50.41,0.00,189.00,7.00
990000,4100.573600,50.42,0.00,189.00,7.00
992000,4090.518975,50.40,0.00,188.00,7.00
994000,4087.402775,50.42,0.00,188.00,7.00
996000,4081.277900,50.39,0.00,188.00,7.00
998000,4074.178975,50.40,0.00,188.00,7.00
1000000,4068.725600,50.38,0.00,188.00,7.00
1002000,4066.656775,50.39,0.00,188.00,7.00
1004000,4056.271775,50.37,0.00,187.00,7.00
1006000,4055.766775,50.39,0.00,187.00,7.00
1008000,4046.626775,50.39,0.00,187.00,7.00
1010000,4042.826775,50.39,0.00,187.00,7.00
1012000,4036.597900,50.39,0.00,187.00,7.00
1014000,4030.731775,50.37,0.00,187.00,7.00
1016000,4026.747900,50.39,0.00,186.00,7.00
1018000,4017.537500,50.35,0.00,186.00,7.00
1020000,4014.538975,50.40,0.00,186.00,7.00
1022000,4005.703100,50.37,0.00,186.00,7.00
1024000,4002.838975,50.40,0.00,186.00,7.00
1026000,3994.367900,50.39,0.00,186.00,7.00
1028000,3991.087900,50.39,0.00,186.00,7.00
1030000,3981.828975,50.40,0.00,185.00,7.00
1032000,3979.338975,50.40,0.00,185.00,7.00
1034000,3970.808975,50.40,0.00,185.00,7.00
1036000,3967.380000,50.40,0.00,185.00,7.00
1038000,3960.643600,50.42,0.00,185.00,7.00
1040000,3956.807900,50.39,0.00,185.00,7.00
